File,Image ID,Site,Latitude,Longitude,Timestamp,Capture Number,Cluster ID,Individuals,Sighting Count
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0057.JPG,241503161,I4,15.0217,145.613,11/3/24 5:51,16,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0059.JPG,241502900,I4,15.0217,145.613,11/3/24 5:51,17,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0058.JPG,241504001,I4,15.0217,145.613,11/3/24 5:51,17,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0060.JPG,241503149,I4,15.0217,145.613,11/3/24 5:51,18,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0062.JPG,241502882,I4,15.0217,145.613,11/3/24 5:51,19,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0061.JPG,241504007,I4,15.0217,145.613,11/3/24 5:51,19,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0063.JPG,241503151,I4,15.0217,145.613,11/3/24 5:51,20,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0065.JPG,241502898,I4,15.0217,145.613,11/3/24 5:51,21,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0064.JPG,241503999,I4,15.0217,145.613,11/3/24 5:51,21,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0066.JPG,241504005,I4,15.0217,145.613,11/3/24 5:51,22,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0067.JPG,241503133,I4,15.0217,145.613,11/3/24 5:51,23,136201242,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0081.JPG,241502868,I4,15.0217,145.613,11/5/24 5:08,24,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0082.JPG,241503146,I4,15.0217,145.613,11/5/24 5:08,24,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0084.JPG,241503129,I4,15.0217,145.613,11/5/24 5:08,25,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0083.JPG,241504003,I4,15.0217,145.613,11/5/24 5:08,25,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0085.JPG,241502896,I4,15.0217,145.613,11/5/24 5:08,26,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0086.JPG,241503979,I4,15.0217,145.613,11/5/24 5:08,27,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0091.JPG,241503137,I4,15.0217,145.613,11/5/24 5:08,28,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0092.JPG,241502876,I4,15.0217,145.613,11/5/24 5:08,29,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0093.JPG,241503996,I4,15.0217,145.613,11/5/24 5:08,29,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0094.JPG,241502895,I4,15.0217,145.613,11/5/24 5:08,30,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0095.JPG,241503990,I4,15.0217,145.613,11/5/24 5:08,31,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0096.JPG,241503147,I4,15.0217,145.613,11/5/24 5:09,32,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0097.JPG,241502893,I4,15.0217,145.613,11/5/24 5:09,33,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0098.JPG,241503988,I4,15.0217,145.613,11/5/24 5:09,34,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0101.JPG,241503138,I4,15.0217,145.613,11/5/24 5:09,35,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0103.JPG,241502887,I4,15.0217,145.613,11/5/24 5:09,36,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0102.JPG,241503142,I4,15.0217,145.613,11/5/24 5:09,36,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0104.JPG,241502891,I4,15.0217,145.613,11/5/24 5:09,37,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0105.JPG,241503986,I4,15.0217,145.613,11/5/24 5:09,38,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0107.JPG,241502862,I4,15.0217,145.613,11/5/24 5:09,39,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0106.JPG,241503122,I4,15.0217,145.613,11/5/24 5:09,39,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0108.JPG,241503969,I4,15.0217,145.613,11/5/24 5:09,40,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0110.JPG,241503140,I4,15.0217,145.613,11/5/24 5:09,41,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-05-24/RCNX0109.JPG,241503981,I4,15.0217,145.613,11/5/24 5:09,41,136201243,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-11-24/RCNX0021.JPG,241502884,I4,15.0217,145.613,11/7/24 2:11,42,136201244,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-11-24/RCNX0023.JPG,241503983,I4,15.0217,145.613,11/7/24 2:11,43,136201244,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-11-24/RCNX0022.JPG,241503984,I4,15.0217,145.613,11/7/24 2:11,43,136201244,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-11-24/RCNX0024.JPG,241503127,I4,15.0217,145.613,11/7/24 2:11,44,136201244,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-11-24/RCNX0025.JPG,241502886,I4,15.0217,145.613,11/7/24 2:11,45,136201244,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-11-24/RCNX0027.JPG,241502878,I4,15.0217,145.613,11/7/24 2:12,46,136201244,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-11-24/RCNX0026.JPG,241503135,I4,15.0217,145.613,11/7/24 2:12,46,136201244,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_11-11-24/RCNX0028.JPG,241503976,I4,15.0217,145.613,11/7/24 2:12,47,136201244,73813,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-03-24/RCNX0006.JPG,241502870,I4,15.0217,145.613,11/25/24 19:34,48,136201245,73165,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-03-24/RCNX0007.JPG,241503131,I4,15.0217,145.613,11/25/24 19:34,48,136201245,73165,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-03-24/RCNX0008.JPG,241503977,I4,15.0217,145.613,11/25/24 19:34,49,136201245,73165,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-03-24/RCNX0010.JPG,241502861,I4,15.0217,145.613,11/25/24 19:34,50,136201245,73165,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-03-24/RCNX0009.JPG,241503116,I4,15.0217,145.613,11/25/24 19:34,50,136201245,73165,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0036.JPG,241502865,I4,15.0217,145.613,12/8/24 14:42,51,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0037.JPG,241503112,I4,15.0217,145.613,12/8/24 14:43,52,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0038.JPG,241503964,I4,15.0217,145.613,12/8/24 14:43,52,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0039.JPG,241503962,I4,15.0217,145.613,12/8/24 14:43,53,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0040.JPG,241503974,I4,15.0217,145.613,12/8/24 14:43,54,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0041.JPG,241502835,I4,15.0217,145.613,12/8/24 14:43,55,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0042.JPG,241503118,I4,15.0217,145.613,12/8/24 14:43,55,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0043.JPG,241503972,I4,15.0217,145.613,12/8/24 14:43,56,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0044.JPG,241502853,I4,15.0217,145.613,12/8/24 14:43,57,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I4/I4_Collected_12-09-24/RCNX0045.JPG,241503126,I4,15.0217,145.613,12/8/24 14:43,57,136201246,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0071.JPG,241502859,I5,15.0235,145.622,10/25/24 18:30,1,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0072.JPG,241503958,I5,15.0235,145.622,10/25/24 18:30,2,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0073.JPG,241503966,I5,15.0235,145.622,10/25/24 18:30,2,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0074.JPG,241503114,I5,15.0235,145.622,10/25/24 18:30,3,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0075.JPG,241502849,I5,15.0235,145.622,10/25/24 18:30,4,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0076.JPG,241502855,I5,15.0235,145.622,10/25/24 18:30,4,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0077.JPG,241503971,I5,15.0235,145.622,10/25/24 18:30,5,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0078.JPG,241503124,I5,15.0235,145.622,10/25/24 18:30,6,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0079.JPG,241503967,I5,15.0235,145.622,10/25/24 18:30,6,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0080.JPG,241503120,I5,15.0235,145.622,10/25/24 18:30,7,136201247,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0081.JPG,241502851,I5,15.0235,145.622,10/25/24 21:42,8,136201248,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0083.JPG,241502857,I5,15.0235,145.622,10/25/24 21:42,9,136201248,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0082.JPG,241503113,I5,15.0235,145.622,10/25/24 21:42,9,136201248,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0085.JPG,241502846,I5,15.0235,145.622,10/25/24 21:42,10,136201248,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0084.JPG,241503945,I5,15.0235,145.622,10/25/24 21:42,10,136201248,73165,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0091.JPG,241503103,I5,15.0235,145.622,10/28/24 20:31,11,136201249,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0092.JPG,241502843,I5,15.0235,145.622,10/28/24 20:31,12,136201249,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0093.JPG,241503943,I5,15.0235,145.622,10/28/24 20:31,13,136201249,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0097.JPG,241502844,I5,15.0235,145.622,10/29/24 0:00,14,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0096.JPG,241503107,I5,15.0235,145.622,10/29/24 0:00,14,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0098.JPG,241503088,I5,15.0235,145.622,10/29/24 0:00,15,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0100.JPG,241502841,I5,15.0235,145.622,10/29/24 0:00,16,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0099.JPG,241503960,I5,15.0235,145.622,10/29/24 0:00,16,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0101.JPG,241503111,I5,15.0235,145.622,10/29/24 0:00,17,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0103.JPG,241502847,I5,15.0235,145.622,10/29/24 0:00,18,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0102.JPG,241503954,I5,15.0235,145.622,10/29/24 0:00,18,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0105.JPG,241502842,I5,15.0235,145.622,10/29/24 0:00,19,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0104.JPG,241503099,I5,15.0235,145.622,10/29/24 0:00,19,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0106.JPG,241503950,I5,15.0235,145.622,10/29/24 0:00,20,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0107.JPG,241502833,I5,15.0235,145.622,10/29/24 0:00,21,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0108.JPG,241503105,I5,15.0235,145.622,10/29/24 0:00,21,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0110.JPG,241502845,I5,15.0235,145.622,10/29/24 0:00,22,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0109.JPG,241503956,I5,15.0235,145.622,10/29/24 0:00,22,136201250,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0111.JPG,241503110,I5,15.0235,145.622,10/29/24 0:34,23,136201251,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0112.JPG,241503085,I5,15.0235,145.622,10/29/24 0:34,24,136201251,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0114.JPG,241503101,I5,15.0235,145.622,10/29/24 0:34,25,136201251,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0113.JPG,241503941,I5,15.0235,145.622,10/29/24 0:34,25,136201251,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0115.JPG,241503952,I5,15.0235,145.622,10/29/24 0:34,26,136201251,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_10-31-24/RCNX0116.JPG,241502839,I5,15.0235,145.622,10/29/24 0:34,27,136201251,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0201.JPG,241502837,I5,15.0235,145.622,11/8/24 2:04,28,136201252,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0202.JPG,241503939,I5,15.0235,145.622,11/8/24 2:04,28,136201252,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0203.JPG,241503937,I5,15.0235,145.622,11/8/24 2:04,29,136201252,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0205.JPG,241502823,I5,15.0235,145.622,11/8/24 2:04,30,136201252,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0204.JPG,241503090,I5,15.0235,145.622,11/8/24 2:04,30,136201252,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0206.JPG,241503096,I5,15.0235,145.622,11/8/24 2:04,31,136201252,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0236.JPG,241503928,I5,15.0235,145.622,11/8/24 19:57,32,136201253,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0237.JPG,241502831,I5,15.0235,145.622,11/8/24 19:57,33,136201253,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0306.JPG,241502829,I5,15.0235,145.622,11/9/24 19:48,34,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0307.JPG,241503098,I5,15.0235,145.622,11/9/24 19:48,35,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0308.JPG,241503935,I5,15.0235,145.622,11/9/24 19:48,35,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0309.JPG,241502821,I5,15.0235,145.622,11/9/24 19:48,36,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0310.JPG,241503094,I5,15.0235,145.622,11/9/24 19:48,36,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0311.JPG,241502819,I5,15.0235,145.622,11/9/24 19:48,37,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0313.JPG,241503092,I5,15.0235,145.622,11/9/24 19:48,38,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0312.JPG,241503933,I5,15.0235,145.622,11/9/24 19:48,38,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0314.JPG,241503916,I5,15.0235,145.622,11/9/24 19:48,39,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0317.JPG,241503086,I5,15.0235,145.622,11/9/24 19:48,40,136201254,73813,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0326.JPG,241502814,I5,15.0235,145.622,11/10/24 2:25,41,136201255,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0327.JPG,241503930,I5,15.0235,145.622,11/10/24 2:25,41,136201255,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0328.JPG,241503079,I5,15.0235,145.622,11/10/24 2:25,42,136201255,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0329.JPG,241503931,I5,15.0235,145.622,11/10/24 2:25,43,136201255,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0330.JPG,241502818,I5,15.0235,145.622,11/10/24 2:25,44,136201255,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0407.JPG,241502812,I5,15.0235,145.622,11/12/24 13:08,45,136201256,75033,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0406.JPG,241503077,I5,15.0235,145.622,11/12/24 13:08,45,136201256,75033,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0409.JPG,241502806,I5,15.0235,145.622,11/12/24 13:08,46,136201256,75033,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0408.JPG,241503924,I5,15.0235,145.622,11/12/24 13:08,46,136201256,75033,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0410.JPG,241503068,I5,15.0235,145.622,11/12/24 13:08,47,136201256,75033,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0411.JPG,241503921,I5,15.0235,145.622,11/12/24 20:00,48,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0412.JPG,241503081,I5,15.0235,145.622,11/12/24 20:00,49,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0413.JPG,241503073,I5,15.0235,145.622,11/12/24 20:00,50,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0414.JPG,241503926,I5,15.0235,145.622,11/12/24 20:00,50,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0415.JPG,241502816,I5,15.0235,145.622,11/12/24 20:00,51,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0416.JPG,241503075,I5,15.0235,145.622,11/12/24 20:00,52,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0417.JPG,241503918,I5,15.0235,145.622,11/12/24 20:00,52,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0418.JPG,241502802,I5,15.0235,145.622,11/12/24 20:00,53,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0419.JPG,241503914,I5,15.0235,145.622,11/12/24 20:00,53,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0420.JPG,241502795,I5,15.0235,145.622,11/12/24 20:00,54,136201257,75812,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0442.JPG,241503083,I5,15.0235,145.622,11/14/24 4:37,55,136201258,75798,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0441.JPG,241503919,I5,15.0235,145.622,11/14/24 4:37,55,136201258,75798,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0443.JPG,241503066,I5,15.0235,145.622,11/14/24 4:37,56,136201258,75798,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0444.JPG,241503920,I5,15.0235,145.622,11/14/24 4:37,57,136201258,75798,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-14-24/RCNX0445.JPG,241502804,I5,15.0235,145.622,11/14/24 4:37,58,136201258,75798,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-28-24/RCNX0027.JPG,241502799,I5,15.0235,145.622,11/14/24 18:44,59,136201259,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-28-24/RCNX0026.JPG,241503922,I5,15.0235,145.622,11/14/24 18:44,59,136201259,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-28-24/RCNX0028.JPG,241503071,I5,15.0235,145.622,11/14/24 18:44,60,136201259,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-28-24/RCNX0029.JPG,241502808,I5,15.0235,145.622,11/14/24 18:44,61,136201259,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-28-24/RCNX0030.JPG,241502810,I5,15.0235,145.622,11/14/24 18:44,61,136201259,72986,1
Tinian Cats 2024-2025/Cat Images/I5/I5_Collected_11-28-24/RCNX0031.JPG,241503070,I5,15.0235,145.622,11/14/24 18:44,62,136201259,72986,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-14-24/RCNX0002.JPG,241503056,I6,15.0252,145.631,11/11/24 12:15,1,136201260,unidentifiable,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-14-24/RCNX0001.JPG,241503889,I6,15.0252,145.631,11/11/24 12:15,1,136201260,unidentifiable,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0011.JPG,241503907,I6,15.0252,145.631,11/17/24 12:18,2,136201261,75589,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0012.JPG,241502781,I6,15.0252,145.631,11/17/24 12:18,3,136201261,75589,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0014.JPG,241502784,I6,15.0252,145.631,11/17/24 12:18,4,136201261,75589,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0013.JPG,241502788,I6,15.0252,145.631,11/17/24 12:18,4,136201261,75589,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0015.JPG,241503050,I6,15.0252,145.631,11/17/24 12:18,5,136201261,75589,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0052.JPG,241502791,I6,15.0252,145.631,11/23/24 5:02,6,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0051.JPG,241503913,I6,15.0252,145.631,11/23/24 5:02,6,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0053.JPG,241503062,I6,15.0252,145.631,11/23/24 5:02,7,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0054.JPG,241503917,I6,15.0252,145.631,11/23/24 5:02,7,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0055.JPG,241502801,I6,15.0252,145.631,11/23/24 5:03,8,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0057.JPG,241503898,I6,15.0252,145.631,11/23/24 5:03,9,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0056.JPG,241503911,I6,15.0252,145.631,11/23/24 5:03,9,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0058.JPG,241503064,I6,15.0252,145.631,11/23/24 5:03,10,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0060.JPG,241502792,I6,15.0252,145.631,11/23/24 5:03,11,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0059.JPG,241503048,I6,15.0252,145.631,11/23/24 5:03,11,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0061.JPG,241503059,I6,15.0252,145.631,11/23/24 5:03,12,136201262,73165,1
Tinian Cats 2024-2025/Cat Images/I6/I6_Collected_11-28-24/RCNX0062.JPG,241502797,I6,15.0252,145.631,11/23/24 5:03,13,136201262,73165,1
